track_id;acousticness;danceability;energy;instrumentalness;key;liveness;loudness;mode;speechness;tempo;time_signature;valence
4jtfZi9UeJ1aLf35gWKGS6;0.458;0.575;0.666;5.94e-05;4;0.161;-3.959;1;0.0255;129.956;4;0.409
3w1SQohYjBMqCjuprRsFr8;0.0158;0.456;0.591;0.00489;4;0.117;-7.967;1;0.0328;149.787;4;0.177
0F8XVWotSkbMqV9HjLOUv8;0.249;0.72;0.621;0;4;0.0833;-7.934;1;0.0378;128.035;4;0.728
5txfHRM3MTYstRPJJCPaqI;0.00104;0.575;0.93;0.0714;6;0.0845;-5.666;0;0.119;124.974;4;0.426
1QQbFWrqS8v8LeHbhyHDcN;0.0352;0.644;0.826;0;4;0.333;-5.215;0;0.119;95.975;4;0.614
25mSOE3LW1IREKGhSeRUVx;3.99e-05;0.567;0.956;0.035;6;0.401;-3.591;0;0.0516;106.001;4;0.436
20w7M6CghcUZTIrlqOyuzL;0.183;0.5;0.405;5.57e-06;5;0.108;-9.123;0;0.0301;114.778;4;0.274
4AQJm8HDhf0Z0y1bCnbQO6;0.0102;0.666;0.805;0.00423;6;0.114;-4.503;0;0.0366;128.03;4;0.568
44w63XqGr3sATAzOnOySgF;0.000273;0.522;0.874;0.00579;6;0.261;-4.392;0;0.0362;132.018;4;0.196
4dfFRLSZQukQZrIwPxPIWi;0.0898;0.624;0.706;0;4;0.201;-4.739;0;0.028;106.014;4;0.563
6hHZNKWzcZ1wSf0NnagKba;0.265;0.677;0.778;0;6;0.247;-5.19;0;0.0291;97.97;4;0.343
3mwVyut0WlY4slTMFXEDP7;0.385;0.592;0.572;6.19e-05;6;0.216;-5.05;0;0.0336;114.959;4;0.345
0dfyqostAKpoocV5er24Y6;0.19;0.83;0.636;0.00761;6;0.0777;-5.396;0;0.031;120.004;4;0.488
2IVQFz8fHGvChQTyjP6821;0.373;0.275;0.201;0.0208;4;0.13;-12.392;1;0.0323;149.124;4;0.165
0sP7R1Iue2uaVE9HNzgSID;0.651;0.467;0.39;0.39;4;0.0987;-9.953;1;0.0506;127.997;4;0.0884
5RoQJYjNUiXPI8YEQg1cPt;0.169;0.735;0.791;0;6;0.109;-4.176;1;0.0791;104.915;4;0.336
4xvNjUqX0t9ilsXSARVg13;0.00142;0.359;0.897;0.000559;4;0.105;-6.359;1;0.095;157.88;4;0.355
6a7FJsahzmctZdK8cudiuQ;0.109;0.79;0.603;0.000619;4;0.0947;-7.222;1;0.0371;114.044;4;0.314
5gjzO8lHl5usmneG1CTIe5;0.229;0.592;0.649;0.000962;5;0.166;-6.925;0;0.0524;140.023;4;0.256
5vzDmMjKCrbQAqwuMu5ING;0.234;0.624;0.479;0;4;0.384;-12.284;0;0.197;140.017;4;0.654
4KQ3hT01bWE952ghVbxBtW;0.166;0.642;0.555;0;5;0.142;-8.401;0;0.0694;156.054;4;0.541
1o4Pf2GIMDCD7ifIM2yI77;0.554;0.465;0.456;0;4;0.111;-6.603;0;0.0282;138.78;4;0.293
6ZpSA8mO89pAqWLFoKbwY3;0.039;0.732;0.673;0;6;0.271;-5.294;1;0.385;140.086;4;0.528
3TaDBr1NXcWlI8MC2nvQ9Z;0.117;0.708;0.765;0;5;0.275;-3.424;1;0.181;84.992;4;0.595
6P8G8IZX5UbRPkrpWYYnIi;0.151;0.75;0.588;0.000241;0;0.0891;-8.659;1;0.232;133.997;4;0.541
7Hg0Rod6zyHQCdkqiFVVMX;2.53e-05;0.525;0.995;0.0712;6;0.418;-2.953;0;0.0838;109.999;4;0.526
