track_id;acousticness;danceability;energy;instrumentalness;key;liveness;loudness;mode;speechness;tempo;time_signature;valence
5Zl7bXOddMKqSM3uT84mQe;0.18;0.684;0.698;0;5;0.146;-6.913;1;0.0319;138.008;4;0.567
1vXeLynYE9g0CQhNnY9Xll;0.0285;0.645;0.598;0.000578;5;0.326;-9.639;1;0.0687;87.029;4;0.78
1xxKTGDbqWNo8viJDPELYq;0.0442;0.752;0.794;0;4;0.0591;-5.999;1;0.216;120.037;4;0.618
48s0QHJgmiNsth3WEO6U4M;0.0593;0.49;0.849;0;4;0.082;-4.234;1;0.035;92.494;4;0.303
6hqIXyo6GxydAnoI8XeIrV;2.06e-05;0.305;0.917;0.000184;9;0.0541;-7.581;1;0.0857;101.956;4;0.295
3Vv9iEZaW0BQeueGlo1RyN;0.165;0.863;0.816;3.99e-06;4;0.33;-5.808;1;0.153;124.069;4;0.634
2SBFbElrbcLtfOBcQ2pYdy;0.29;0.648;0.433;0;6;0.0542;-9.192;1;0.0435;93.973;4;0.57
78jOwYy2jdmvlf3lvdxaYB;0.869;0.67;0.287;2.87e-05;5;0.0841;-11.775;0;0.0691;126.543;4;0.397
54T03oRpJn36vaglmAgcGw;0.895;0.593;0.709;0;0;0.11;-10.076;1;0.743;72.483;4;0.403
6I68nzQNqTWAUlUHNTdsMx;0.444;0.564;0.582;0;5;0.152;-6.29;1;0.0869;81.125;4;0.445
7pxZaRAPBLHoNLJ3QhtvLI;0.000113;0.567;0.97;0;5;0.149;-3.695;1;0.0678;120.002;4;0.178
0Zq9KrBsJSWfnIgEyXi05b;0.179;0.399;0.901;0.000124;5;0.402;-3.897;1;0.0857;166.369;4;0.575
5mN0UUIKMVtnfsW8lhwzqY;0.164;0.503;0.728;0;5;0.0827;-8.409;1;0.136;155.882;4;0.937
3tBZVwetsczBdea3RgFqD8;0.19;0.712;0.724;0.000513;5;0.143;-4.53;0;0.0667;125.098;4;0.136
