track_id;acousticness;danceability;energy;instrumentalness;key;liveness;loudness;mode;speechness;tempo;time_signature;valence
4rh7wySe2iEyEDEEzstKkt;0.225;0.845;0.746;8.8e-05;5;0.0785;-5.655;0;0.0383;129.97;4;0.961
0KqcvHa2qFRCAWTYMsafxy;0.514;0.661;0.611;0;6;0.174;-7.028;1;0.0276;107.991;4;0.667
64q6JLZ7FAls4y1INQzzX3;0.533;0.825;0.758;0.357;5;0.0957;-6.222;1;0.0846;122.003;4;0.605
0oiKDZUxZn9i4jCCDmbTM2;0.159;0.768;0.659;4.81e-05;4;0.0763;-4.923;1;0.206;137.955;4;0.569
1gOerGT1zHIak1iczMJZkQ;0.00276;0.651;0.831;0;8;0.0777;-5.996;1;0.193;157.104;4;0.468
7tErAQCzRlBPa2F2Jpgmki;0.508;0.64;0.719;0;5;0.285;-5.66;0;0.0335;142.07;4;0.544
3bMKlJKn2IGKzZohwqt7rd;0.205;0.716;0.504;0.142;4;0.22;-8.597;1;0.127;140.01;4;0.396
0KB2DA7B6IndwtCmSDtwtX;0.212;0.487;0.524;0;5;0.105;-6.964;1;0.0303;95.041;4;0.437
4Pa3HPhg2DwwWcc32ebnNs;0.0108;0.72;0.894;0.000643;5;0.269;-5.379;0;0.0483;125.971;4;0.809
5VaGfFlnqM1iwtDKdNJTf5;0.0258;0.545;0.984;0.00152;4;0.149;-7.312;1;0.144;136.385;4;0.258
6nFjJxM9ivJd27juSyD6xT;0.0667;0.524;0.773;0.00424;5;0.162;-5.357;1;0.0282;95.548;4;0.379
4M7I0S5S0xmWDXM7qAyxnA;0.00234;0.706;0.944;0.263;5;0.322;-6.156;1;0.0317;137.996;4;0.46
05H3kOsodqIVqG2F94mAQ7;0.0383;0.651;0.946;1.03e-05;5;0.0915;-4.056;1;0.0303;142.99;4;0.516
2w6M0lfuDVB5eWxm5L3rnC;0.00041;0.637;0.904;0.762;5;0.135;-5.378;0;0.0422;128.007;4;0.343
1z7rvZQkZM1gdSp3meW3dW;0.000478;0.569;0.766;0.00363;5;0.0968;-6.329;1;0.108;84.956;4;0.471
