track_id;acousticness;danceability;energy;instrumentalness;key;liveness;loudness;mode;speechness;tempo;time_signature;valence
3RptaQ5Xb8WvtpItZ2f9Hi;0.012;0.544;0.69;0.0095;6;0.0615;-5.723;0;0.0425;123.962;4;0.219
25mSOE3LW1IREKGhSeRUVx;3.99e-05;0.567;0.956;0.035;6;0.401;-3.591;0;0.0516;106.001;4;0.436
2XrsySsptjJhDlkZcfQXKC;0.00458;0.375;0.645;0.00131;1;0.0929;-7.743;0;0.04;139.954;4;0.0662
6GMcilaph0VhFnFm05TRNJ;0.0121;0.502;0.862;1.47e-06;6;0.202;-4.169;0;0.0348;133.011;4;0.371
6e3goD0SIVgip4AwOowow5;0.982;0.261;0.349;0.881;5;0.127;-14.537;1;0.0408;92.041;4;0.143
1KDNYbWpPKkjGiwkBFy4VB;0.373;0.76;0.762;0;5;0.194;-5.353;1;0.0673;80.017;4;0.924
4k4EjikG6pYG7Fr1209kur;0.0194;0.686;0.831;0;6;0.0691;-5.953;1;0.0765;98.001;4;0.682
4XE3vd1P1cMLbTj6umBDiT;0.272;0.645;0.63;3.14e-05;5;0.134;-6.979;0;0.0265;125.026;4;0.254
2RmH5VLkfdILc6wTK1LWkH;0.286;0.614;0.549;2.64e-06;5;0.142;-6.986;1;0.0516;77.926;4;0.258
6Ycig5pEtT7iw6LuhAXbai;0.38;0.641;0.724;0.0193;4;0.0813;-6.269;0;0.0615;126.03;4;0.0382
1kbtQzzN5z8KjFZXfOH2H9;0.981;0.373;0.0849;0.972;5;0.165;-23.573;1;0.0405;74.955;4;0.058
6kHFFUgDXeJhX0jcif2op1;0.0285;0.496;0.682;0.00929;2;0.133;-5.379;0;0.0345;119.933;4;0.175
6sJgXQ05q4PNttoWl88sXS;0.0535;0.574;0.833;6.8e-05;6;0.178;-4.175;1;0.0514;170.066;4;0.819
4JOjSfJqokAV6Ff2DhCZcf;0.931;0.324;0.216;0.86;5;0.152;-12.467;1;0.0294;75.983;4;0.245
0BV7ICRTzqR0VnXwnOS4ZR;0.318;0.537;0.809;0;9;0.0685;-4.848;1;0.0435;179.762;4;0.578
5wwxTp4LuwS7LfHMZvwoQn;0.318;0.667;0.778;0;6;0.106;-4.584;1;0.0834;118.996;4;0.571
7KubeWC5zOcYOLTYxCtnYE;0.0508;0.61;0.757;1.96e-05;5;0.152;-5.403;1;0.0269;133.882;4;0.392
1BdTjMBJx72quV92fWOw0t;0.289;0.711;0.669;8.78e-06;5;0.0834;-5.035;0;0.0363;115.003;4;0.572
5Avr5FEmIcMyLPMIiNMEd8;0.639;0.663;0.8;5.04e-05;5;0.591;-5.49;0;0.0472;100.018;4;0.595
2Iak7G5L4dD7QGTNUBLCtz;0.0356;0.623;0.585;0.786;5;0.125;-14.763;0;0.0374;118.419;4;0.829
6MMLr5UnPXkZp5kJHBDPxO;0.582;0.671;0.537;0.0151;3;0.0853;-9.094;0;0.0496;124.942;4;0.344
0ulKrOPVE3vyyEmm6TjmzL;0.00169;0.6;0.902;0.0005;5;0.0798;-5.863;1;0.0381;113.138;4;0.432
6gWO1eGBEnKdm3SKYyQrhI;0.0363;0.518;0.797;0;5;0.115;-4.865;0;0.0278;127.948;4;0.28
0ZUhQ57klxxHmUZVPiTnYG;0.0139;0.55;0.798;0;5;0.907;-7.857;0;0.111;127.922;4;0.39
1oMYET9xQB8XpxwTt2c5Dz;0.309;0.568;0.89;0;6;0.207;-4.612;1;0.0554;90.025;4;0.644
46eMttDKEXEiCvncgQm64A;0.283;0.725;0.672;0;5;0.164;-5.798;0;0.0344;93.371;4;0.753
5xZYegRNGeLvC1eUQKHOxJ;0.0141;0.49;0.598;0.95;8;0.128;-8.67;0;0.102;163.195;4;0.252
1pB6VH4cfLyAXQeX0DjSpd;0.424;0.515;0.729;0.855;9;0.106;-8.884;0;0.0406;154.743;4;0.367
1FVz985hri1Dz03lK0Barl;0.451;0.673;0.604;0;5;0.1;-7.644;0;0.0385;89.023;4;0.678
1iinE0ZVyMAgwT0ag8IdDH;0.917;0.549;0.353;0.0084;5;0.0999;-12.855;1;0.0322;101.876;4;0.217
3DHHkWVOCj5FK0h8jbteE1;0.959;0.541;0.263;0.593;5;0.0996;-18.676;1;0.0334;140.007;4;0.215
1z7rvZQkZM1gdSp3meW3dW;0.000478;0.569;0.766;0.00363;5;0.0968;-6.329;1;0.108;84.956;4;0.471
6yoiMnnsCwcIFywILBHBv1;0.981;0.536;0.227;0.914;5;0.111;-17.528;0;0.0351;109.384;4;0.0871
66GLHCIhk9DplBJOAbdT6w;0.0751;0.58;0.809;0.000306;6;0.405;-8.117;1;0.04;157.967;4;0.788
2pWHuWwzVrhZK3zGc90RuC;0.168;0.539;0.616;0;5;0.553;-7.68;0;0.0968;119.408;4;0.437
4yRuPrh3Zf5NFJjbC6NvKp;0.0449;0.655;0.863;0.000418;6;0.0565;-5.149;0;0.0264;122.05;4;0.274
2NqIl3nDehWCJioQLcwGyG;0.397;0.732;0.629;0;5;0.0778;-7.186;0;0.204;96.021;4;0.697
0iGXLwCBO4mflrhpsConeo;0.00585;0.488;0.727;0;6;0.0483;-5.101;1;0.0793;115.058;4;0.667
2XK0gPB8oQImEWZDP7ydSs;0.0389;0.608;0.674;0;5;0.124;-9.035;0;0.339;135.152;4;0.427
5R9runVWmGMQK19Vuog7aQ;0.185;0.7;0.744;1.12e-05;6;0.166;-4.933;1;0.0284;104.038;4;0.531
3qQ0kNXN7MwG5tlFSq0iuM;0.000266;0.273;0.829;0.00145;6;0.0915;-4.749;1;0.0496;146.74;4;0.405
1etj3T1KAuAobemlmrfVND;0.0467;0.445;0.741;0;11;0.217;-5.812;0;0.0669;117.052;4;0.27
6H6uhoFQpBdWobAHMXtBvP;0.0296;0.68;0.608;1.97e-06;6;0.184;-5.914;1;0.0243;106.003;4;0.686
6NzSKJXMfe79SHXjXc7vgJ;0.132;0.729;0.687;0;6;0.104;-6.695;1;0.0872;154.179;4;0.576
34m1XoXesVEf8eRRUd52rP;0.543;0.849;0.871;0;5;0.262;-3.238;1;0.0841;89.979;4;0.733
7kG7WCuHsEaIpesQaYkWQ5;0.00706;0.486;0.683;5.42e-05;7;0.0801;-6.267;0;0.0331;122.082;4;0.192
1gqMiO3xDw0QxK89NmHdl9;0.006;0.462;0.494;0.0257;5;0.111;-7.897;1;0.0316;144.107;4;0.196
5SVCh0OYgZsnyhiKGU1V1C;0.0112;0.594;0.831;0;6;0.0562;-5.428;0;0.0379;122.962;4;0.411
