track_id;acousticness;danceability;energy;instrumentalness;key;liveness;loudness;mode;speechness;tempo;time_signature;valence
0Y49LzeAMa6lyrK2s62v5c;0.00123;0.506;0.861;4.41e-05;6;0.0995;-5.168;1;0.0389;125.957;4;0.329
2yt6Kz7WsyD3PHsQKxpuOp;0.00437;0.741;0.642;3.32e-05;5;0.188;-6.254;1;0.0397;144.023;4;0.453
7DWf9CoVyaXeFTskSAd6Dw;0.216;0.373;0.673;0.00186;4;0.107;-7.666;0;0.0421;99.076;3;0.658
1YEgACMNGb2EGptiOodOyZ;0.233;0.591;0.67;0;6;0.109;-5.105;0;0.0443;104.81;4;0.547
6RpiAj9Ofv0Uqp6n2OuRoh;0.00456;0.83;0.746;0;5;0.26;-6.286;0;0.0579;125.992;4;0.646
1ltAKvIg9mdJNdEDme7Seq;0.0538;0.491;0.934;0.00221;5;0.128;-6.269;0;0.117;149.288;4;0.564
3ubtdCmWZIuX8FuRv3S3KX;4.62e-05;0.725;0.672;0.00225;5;0.112;-5.353;0;0.0283;125.042;4;0.777
0462iODOOTnDwpl8Ts4N94;0.237;0.712;0.62;0.000555;6;0.0899;-6.207;0;0.0636;124.99;4;0.32
5ctXZyWLbYyUSpPOdlKTlj;0.00532;0.716;0.729;0.000597;6;0.313;-5.726;0;0.0375;124.003;4;0.498
4Sp8jCxGK3pEvOUHpPH4Kl;0.285;0.479;0.626;0;6;0.169;-6.713;0;0.0355;129.861;4;0.36
3fyeH9o2LjWwOTM7bEeR60;0.00966;0.669;0.75;2.89e-06;5;0.0862;-5.036;1;0.0232;110.015;4;0.554
5xyExId5XWZplBvjmbIuy6;0.00429;0.678;0.81;0;6;0.0597;-5.756;0;0.0342;123.989;4;0.57
4Ds0t9XZTHt4br6cuUD8js;0.369;0.488;0.611;0.0437;5;0.0433;-8.579;0;0.0365;111.143;4;0.136
6y9Fh1Qs37Mk6pjmcactG6;0.0667;0.75;0.853;0;6;0.554;-5.238;0;0.166;122.03;4;0.601
35eRQZmxwjgn7mQrsmtA4f;0.576;0.401;0.669;0;10;0.1;-4.69;1;0.0449;142.095;4;0.31
70tMNQWZrIOOqjFVsBuPxb;0.0183;0.656;0.845;2.39e-06;6;0.135;-5.308;1;0.0821;128.077;4;0.478
51NBMjiv4t1nUiLC9Bim3G;0.0754;0.694;0.73;0;6;0.058;-3.852;1;0.0334;123.0;4;0.677
5Leb8e1Nirv6IFHrmvJNv3;0.0152;0.703;0.574;4.62e-06;5;0.038;-6.776;0;0.0681;103.962;4;0.784
0t3mYNElcJ1TPHsy4j1dFh;0.0832;0.614;0.788;0.000794;5;0.0711;-5.188;1;0.0535;138.93;4;0.632
2EEr5kXPZ8NiT6LPnNgljB;0.156;0.578;0.69;0;6;0.104;-4.772;1;0.0363;135.989;4;0.349
