track_id;acousticness;danceability;energy;instrumentalness;key;liveness;loudness;mode;speechness;tempo;time_signature;valence
0Y49LzeAMa6lyrK2s62v5c;0.00123;0.506;0.861;4.41e-05;6;0.0995;-5.168;1;0.0389;125.957;4;0.329
64f5bf2jyAkrsucnG9FXot;0.0154;0.561;0.671;0;7;0.171;-5.582;1;0.0338;124.06;4;0.278
0hwTK7l4njUyHTohJjcmhE;0.164;0.845;0.92;0;8;0.0761;-5.01;0;0.101;130.015;4;0.804
3VJ4gJBrmjmRXzR3eZzFpV;0.0513;0.748;0.837;0;6;0.319;-4.68;1;0.305;92.023;4;0.559
3hxRKXzZS0XRYGZ123JDNH;0.2;0.79;0.647;0.109;8;0.0766;-6.732;0;0.0375;105.012;4;0.749
5omWAB5iNMHvbAfBSzkdu8;0.0116;0.488;0.842;0.00127;6;0.146;-5.926;1;0.0469;90.003;4;0.41
5HlZO1osJ3tvIzV0uZtW7O;0.0441;0.823;0.847;0;2;0.0607;-6.1;1;0.116;95.972;4;0.834
0WBL72ulf4mkcflIO0W5cq;0.029;0.5;0.858;2.91e-06;6;0.322;-6.441;1;0.0448;103.969;4;0.524
1rue42xpui4JRNBrCKUlx2;0.0302;0.729;0.679;0.00403;1;0.0491;-7.894;0;0.0289;123.981;4;0.577
18MmfjsYN2rfrUUvkbN2dH;0.019;0.56;0.591;0.00118;7;0.0961;-6.083;1;0.0341;139.99;4;0.2
57rK1NeRR8bDI32Y4Smzsp;0.143;0.614;0.738;1.63e-06;11;0.0467;-7.928;0;0.127;180.052;4;0.49
6t6KMp2rbhp83yVq7VfScv;0.0319;0.674;0.712;0.00251;8;0.0546;-9.693;0;0.0285;133.998;4;0.729
6PmqCw22rKTF2sFZhghyIS;0.0442;0.789;0.941;0;6;0.128;-5.161;1;0.27;100.095;4;0.385
4FJqhTxILZuIe3zkkO8e1e;0.0267;0.646;0.686;0;11;0.232;-6.54;0;0.0648;81.971;4;0.777
1uOBgCSyFH0DFa4r5tDZhn;0.0407;0.672;0.804;0;11;0.123;-5.999;1;0.266;129.885;4;0.302
1XZrMIHtCVJPqK29Mzm44G;0.00236;0.537;0.847;1.16e-06;6;0.0844;-5.208;1;0.0383;106.055;4;0.459
3LuujtWn3FxxwxVhzCJtwk;0.097;0.579;0.697;0;11;0.204;-6.846;1;0.201;175.866;4;0.475
3dCEtkAfWhk15bLAWZAKLy;0.0852;0.658;0.748;0;11;0.0789;-5.802;0;0.142;179.919;4;0.69
7mN6rdGyYkJkyjNh5OYX4c;0.251;0.787;0.801;0;6;0.244;-7.462;1;0.252;96.492;4;0.748
6sSe03rlOGPRWtB61PEAee;0.166;0.834;0.664;0.000472;8;0.103;-7.117;0;0.049;100.058;4;0.584
316HoGimJuAjfHExzuLodR;0.0037;0.759;0.922;0.000433;9;0.148;-4.417;0;0.0427;128.024;4;0.839
2BkjFtGMOA66nJvFU6orwm;0.016;0.681;0.819;0;11;0.123;-5.092;1;0.261;135.029;4;0.55
6lj0jgxdeE6wFqddzYY0Sd;0.0377;0.523;0.79;0;7;0.174;-5.665;1;0.0353;121.989;4;0.338
