2geSbkt06ZWpT6k5rV3C14;Dog Pound;186013;Musica da giostra, Vol. 5;album;DJ Matrix;34;FALSE;italian hip hop, italian pop;;0.113000;0.616;0.719;0.000002;4;0.1120;-4.504;0;0.0711;149.896;4;0.570;2018-07-05T06:01:55.744Z;05/07/18;06:01:55
4zWO4gvuFtw6EJZC5FFGlr;Bum Bum Tam Tam;213989;Bum Bum Tam Tam;single;MC Fioti;81;TRUE;;;0.346000;0.896;0.673;0.000013;1;0.2060;-3.872;1;0.1390;131.99;4;0.714;2018-06-29T06:02:05.835Z;29/06/18;06:02:05
6WRgdac59FM82zU45dOQXc;Just Da Bit;150467;Musica da giostra, Vol. 5;album;Jack Mazzoni;34;FALSE;;;0.051100;0.782;0.986;0.002530;4;0.0571;-2.354;1;0.0447;129.995;4;0.710;2018-07-05T06:05:02.293Z;05/07/18;06:05:02
4fImYtZ67hgT7k7ArRaX0D;Ma anche no;171960;Musica da giostra, Vol. 5;album;DJ Matrix;45;FALSE;italian hip hop, italian pop;;0.103000;0.817;0.860;0.000000;11;0.0508;-2.3;0;0.1670;124.921;4;0.960;2018-07-05T06:07:33.213Z;05/07/18;06:07:33
3i2BVheWF3DueqfFKPuhOW;Domani;306627;CosÌÂ Com' Ì¬;album;Articolo 31;56;FALSE;;;0.10100000;0.78300000;0.53800000;0.00000000;6;0.10200000;-7.286;1;0.10600000;95.046;4;0.76300000;2018-05-31T06:09:01.612Z;31/05/18;06:09:01
3GHMDCdHuaqixnDNaKLSce;Ghostblaster;226286;Ghostblaster;single;Gabry Ponte;47;FALSE;eurodance, italo dance;;0.000959;0.668;0.844;0.000058;7;0.1350;-5.806;1;0.0414;140.011;4;0.035;2018-07-05T06:09:43.798Z;05/07/18;06:09:43
5RxM2Sdl9FSsXoXojUs8w4;CR10;206773;Musica da giostra, Vol. 5;album;Matt Joe;33;FALSE;;;0.047600;0.857;0.559;0.631000;6;0.0713;-4.672;1;0.0521;128.039;4;0.379;2018-07-05T06:13:29.354Z;05/07/18;06:13:29
6shzlUkm7OcnoO4guEiGJ8;Sei nell'anima;270347;Grazie;album;Gianna Nannini;54;FALSE;;;0.40400000;0.59900000;0.55900000;0.00000216;7;0.08340000;-5.704;1;0.02160000;91.01;4;0.46800000;2018-05-31T06:14:07.134Z;31/05/18;06:14:07
6Nrk4wm0hMwpnqELcLdrqk;A Te;264400;Backup 1987-2012;album;Jovanotti;56;FALSE;;;0.61900000;0.37100000;0.54200000;0.00000513;0;0.09880000;-6.873;1;0.03520000;132.697;4;0.38300000;2018-05-31T06:15:38.727Z;31/05/18;06:15:38
3lj6yA3gqDanIeNPGbMYRG;Un attimo ancora;240240;Gemelli Diversi;album;Gemelli Diversi;57;FALSE;;;0.27300000;0.67300000;0.40300000;0.00000141;5;0.38400000;-14.934;1;0.08560000;85.046;4;0.62200000;2018-05-31T06:18:42.891Z;31/05/18;06:18:42
